frequency_hz,t_000,t_005,t_010,t_015,t_020,t_025,t_030,t_035,t_040,t_045,t_050,t_055,t_060,t_065,t_070,t_075,t_080,t_085,t_090,t_095,t_100,t_105,t_110,t_115,t_120,t_125,t_130,t_135,t_140,t_145,t_150,t_155,t_160,t_165,t_170,t_175,t_180,t_185,t_190,t_195,t_200,t_205,t_210,t_215,t_220,t_225,t_230,t_235,t_240,t_245,t_250,t_255,t_260,t_265,t_270,t_275,t_280,t_285,t_290,t_295,t_300
0.154894,0.860620,0.860455,0.859964,0.859151,0.858026,0.856600,0.854890,0.852914,0.850694,0.848253,0.845620,0.842822,0.839890,0.836857,0.833755,0.830620,0.827484,0.824382,0.821349,0.818418,0.815620,0.812986,0.810546,0.808325,0.806349,0.804639,0.803213,0.802088,0.801275,0.800784,0.800620,0.800784,0.801275,0.802088,0.803213,0.804639,0.806349,0.808325,0.810546,0.812986,0.815620,0.818418,0.821349,0.824382,0.827484,0.830620,0.833755,0.836857,0.839890,0.842822,0.845620,0.848253,0.850694,0.852914,0.854890,0.856600,0.858026,0.859151,0.859964,0.860455,0.860620
0.162553,0.846397,0.846232,0.845741,0.844928,0.843803,0.842377,0.840667,0.838691,0.836471,0.834030,0.831397,0.828599,0.825667,0.822634,0.819533,0.816397,0.813261,0.810159,0.807126,0.804195,0.801397,0.798763,0.796323,0.794102,0.792126,0.790416,0.788990,0.787865,0.787052,0.786561,0.786397,0.786561,0.787052,0.787865,0.788990,0.790416,0.792126,0.794102,0.796323,0.798763,0.801397,0.804195,0.807126,0.810159,0.813261,0.816397,0.819533,0.822634,0.825667,0.828599,0.831397,0.834030,0.836471,0.838691,0.840667,0.842377,0.843803,0.844928,0.845741,0.846232,0.846397
0.170213,0.833736,0.833572,0.833081,0.832268,0.831143,0.829717,0.828007,0.826031,0.823810,0.821370,0.818736,0.815938,0.813007,0.809974,0.806872,0.803736,0.800600,0.797499,0.794466,0.791534,0.788736,0.786103,0.783662,0.781442,0.779466,0.777755,0.776330,0.775205,0.774392,0.773901,0.773736,0.773901,0.774392,0.775205,0.776330,0.777755,0.779466,0.781442,0.783662,0.786103,0.788736,0.791534,0.794466,0.797499,0.800600,0.803736,0.806872,0.809974,0.813007,0.815938,0.818736,0.821370,0.823810,0.826031,0.828007,0.829717,0.831143,0.832268,0.833081,0.833572,0.833736
0.177872,0.822937,0.822773,0.822282,0.821469,0.820344,0.818918,0.817208,0.815232,0.813011,0.810571,0.807937,0.805140,0.802208,0.799175,0.796073,0.792937,0.789802,0.786700,0.783667,0.780735,0.777937,0.775304,0.772864,0.770643,0.768667,0.766957,0.765531,0.764406,0.763593,0.763102,0.762937,0.763102,0.763593,0.764406,0.765531,0.766957,0.768667,0.770643,0.772864,0.775304,0.777937,0.780735,0.783667,0.786700,0.789802,0.792937,0.796073,0.799175,0.802208,0.805140,0.807937,0.810571,0.813011,0.815232,0.817208,0.818918,0.820344,0.821469,0.822282,0.822773,0.822937
0.185532,0.814088,0.813924,0.813432,0.812620,0.811494,0.810069,0.808358,0.806382,0.804162,0.801721,0.799088,0.796290,0.793358,0.790325,0.787224,0.784088,0.780952,0.777851,0.774817,0.771886,0.769088,0.766454,0.764014,0.761794,0.759817,0.758107,0.756682,0.755556,0.754743,0.754252,0.754088,0.754252,0.754743,0.755556,0.756682,0.758107,0.759817,0.761794,0.764014,0.766454,0.769088,0.771886,0.774817,0.777851,0.780952,0.784088,0.787224,0.790325,0.793358,0.796290,0.799088,0.801721,0.804162,0.806382,0.808358,0.810069,0.811494,0.812620,0.813432,0.813924,0.814088
0.193191,0.807107,0.806942,0.806451,0.805638,0.804513,0.803087,0.801377,0.799401,0.797181,0.794740,0.792107,0.789309,0.786377,0.783344,0.780243,0.777107,0.773971,0.770869,0.767836,0.764905,0.762107,0.759473,0.757033,0.754812,0.752836,0.751126,0.749700,0.748575,0.747762,0.747271,0.747107,0.747271,0.747762,0.748575,0.749700,0.751126,0.752836,0.754812,0.757033,0.759473,0.762107,0.764905,0.767836,0.770869,0.773971,0.777107,0.780243,0.783344,0.786377,0.789309,0.792107,0.794740,0.797181,0.799401,0.801377,0.803087,0.804513,0.805638,0.806451,0.806942,0.807107
0.200851,0.801798,0.801633,0.801142,0.800329,0.799204,0.797778,0.796068,0.794092,0.791872,0.789431,0.786798,0.784000,0.781068,0.778035,0.774934,0.771798,0.768662,0.765560,0.762527,0.759596,0.756798,0.754164,0.751724,0.749503,0.747527,0.745817,0.744391,0.743266,0.742453,0.741962,0.741798,0.741962,0.742453,0.743266,0.744391,0.745817,0.747527,0.749503,0.751724,0.754164,0.756798,0.759596,0.762527,0.765560,0.768662,0.771798,0.774934,0.778035,0.781068,0.784000,0.786798,0.789431,0.791872,0.794092,0.796068,0.797778,0.799204,0.800329,0.801142,0.801633,0.801798
0.208511,0.797901,0.797737,0.797245,0.796433,0.795307,0.793882,0.792172,0.790195,0.787975,0.785535,0.782901,0.780103,0.777172,0.774138,0.771037,0.767901,0.764765,0.761664,0.758631,0.755699,0.752901,0.750267,0.747827,0.745607,0.743631,0.741920,0.740495,0.739369,0.738557,0.738065,0.737901,0.738065,0.738557,0.739369,0.740495,0.741920,0.743631,0.745607,0.747827,0.750267,0.752901,0.755699,0.758631,0.761664,0.764765,0.767901,0.771037,0.774138,0.777172,0.780103,0.782901,0.785535,0.787975,0.790195,0.792172,0.793882,0.795307,0.796433,0.797245,0.797737,0.797901
0.216170,0.795138,0.794974,0.794483,0.793670,0.792545,0.791119,0.789409,0.787433,0.785212,0.782772,0.780138,0.777341,0.774409,0.771376,0.768274,0.765138,0.762003,0.758901,0.755868,0.752936,0.750138,0.747505,0.745065,0.742844,0.740868,0.739158,0.737732,0.736607,0.735794,0.735303,0.735138,0.735303,0.735794,0.736607,0.737732,0.739158,0.740868,0.742844,0.745065,0.747505,0.750138,0.752936,0.755868,0.758901,0.762003,0.765138,0.768274,0.771376,0.774409,0.777341,0.780138,0.782772,0.785212,0.787433,0.789409,0.791119,0.792545,0.793670,0.794483,0.794974,0.795138
0.223830,0.793245,0.793081,0.792590,0.791777,0.790652,0.789226,0.787516,0.785540,0.783319,0.780879,0.778245,0.775447,0.772516,0.769483,0.766381,0.763245,0.760109,0.757008,0.753975,0.751043,0.748245,0.745612,0.743171,0.740951,0.738975,0.737264,0.735839,0.734714,0.733901,0.733410,0.733245,0.733410,0.733901,0.734714,0.735839,0.737264,0.738975,0.740951,0.743171,0.745612,0.748245,0.751043,0.753975,0.757008,0.760109,0.763245,0.766381,0.769483,0.772516,0.775447,0.778245,0.780879,0.783319,0.785540,0.787516,0.789226,0.790652,0.791777,0.792590,0.793081,0.793245
0.231489,0.791990,0.791826,0.791335,0.790522,0.789397,0.787971,0.786261,0.784285,0.782064,0.779624,0.776990,0.774192,0.771261,0.768228,0.765126,0.761990,0.758854,0.755753,0.752720,0.749788,0.746990,0.744357,0.741916,0.739696,0.737720,0.736010,0.734584,0.733459,0.732646,0.732155,0.731990,0.732155,0.732646,0.733459,0.734584,0.736010,0.737720,0.739696,0.741916,0.744357,0.746990,0.749788,0.752720,0.755753,0.758854,0.761990,0.765126,0.768228,0.771261,0.774192,0.776990,0.779624,0.782064,0.784285,0.786261,0.787971,0.789397,0.790522,0.791335,0.791826,0.791990
0.239149,0.791185,0.791021,0.790530,0.789717,0.788592,0.787166,0.785456,0.783480,0.781259,0.778819,0.776185,0.773387,0.770456,0.767423,0.764321,0.761185,0.758049,0.754948,0.751915,0.748983,0.746185,0.743552,0.741111,0.738891,0.736915,0.735205,0.733779,0.732654,0.731841,0.731350,0.731185,0.731350,0.731841,0.732654,0.733779,0.735205,0.736915,0.738891,0.741111,0.743552,0.746185,0.748983,0.751915,0.754948,0.758049,0.761185,0.764321,0.767423,0.770456,0.773387,0.776185,0.778819,0.781259,0.783480,0.785456,0.787166,0.788592,0.789717,0.790530,0.791021,0.791185
0.246809,0.790686,0.790521,0.790030,0.789217,0.788092,0.786666,0.784956,0.782980,0.780759,0.778319,0.775686,0.772888,0.769956,0.766923,0.763821,0.760686,0.757550,0.754448,0.751415,0.748483,0.745686,0.743052,0.740612,0.738391,0.736415,0.734705,0.733279,0.732154,0.731341,0.730850,0.730686,0.730850,0.731341,0.732154,0.733279,0.734705,0.736415,0.738391,0.740612,0.743052,0.745686,0.748483,0.751415,0.754448,0.757550,0.760686,0.763821,0.766923,0.769956,0.772888,0.775686,0.778319,0.780759,0.782980,0.784956,0.786666,0.788092,0.789217,0.790030,0.790521,0.790686
0.254468,0.790385,0.790221,0.789729,0.788917,0.787791,0.786366,0.784656,0.782679,0.780459,0.778019,0.775385,0.772587,0.769656,0.766622,0.763521,0.760385,0.757249,0.754148,0.751115,0.748183,0.745385,0.742751,0.740311,0.738091,0.736115,0.734404,0.732979,0.731853,0.731041,0.730549,0.730385,0.730549,0.731041,0.731853,0.732979,0.734404,0.736115,0.738091,0.740311,0.742751,0.745385,0.748183,0.751115,0.754148,0.757249,0.760385,0.763521,0.766622,0.769656,0.772587,0.775385,0.778019,0.780459,0.782679,0.784656,0.786366,0.787791,0.788917,0.789729,0.790221,0.790385
0.262128,0.790210,0.790046,0.789554,0.788742,0.787616,0.786191,0.784480,0.782504,0.780284,0.777844,0.775210,0.772412,0.769480,0.766447,0.763346,0.760210,0.757074,0.753973,0.750939,0.748008,0.745210,0.742576,0.740136,0.737916,0.735939,0.734229,0.732804,0.731678,0.730866,0.730374,0.730210,0.730374,0.730866,0.731678,0.732804,0.734229,0.735939,0.737916,0.740136,0.742576,0.745210,0.748008,0.750939,0.753973,0.757074,0.760210,0.763346,0.766447,0.769480,0.772412,0.775210,0.777844,0.780284,0.782504,0.784480,0.786191,0.787616,0.788742,0.789554,0.790046,0.790210
0.269787,0.790111,0.789947,0.789456,0.788643,0.787518,0.786092,0.784382,0.782406,0.780185,0.777745,0.775111,0.772313,0.769382,0.766349,0.763247,0.760111,0.756975,0.753874,0.750841,0.747909,0.745111,0.742478,0.740037,0.737817,0.735841,0.734130,0.732705,0.731580,0.730767,0.730276,0.730111,0.730276,0.730767,0.731580,0.732705,0.734130,0.735841,0.737817,0.740037,0.742478,0.745111,0.747909,0.750841,0.753874,0.756975,0.760111,0.763247,0.766349,0.769382,0.772313,0.775111,0.777745,0.780185,0.782406,0.784382,0.786092,0.787518,0.788643,0.789456,0.789947,0.790111
0.277447,0.790057,0.789893,0.789402,0.788589,0.787464,0.786038,0.784328,0.782352,0.780131,0.777691,0.775057,0.772259,0.769328,0.766295,0.763193,0.760057,0.756921,0.753820,0.750787,0.747855,0.745057,0.742424,0.739983,0.737763,0.735787,0.734076,0.732651,0.731526,0.730713,0.730222,0.730057,0.730222,0.730713,0.731526,0.732651,0.734076,0.735787,0.737763,0.739983,0.742424,0.745057,0.747855,0.750787,0.753820,0.756921,0.760057,0.763193,0.766295,0.769328,0.772259,0.775057,0.777691,0.780131,0.782352,0.784328,0.786038,0.787464,0.788589,0.789402,0.789893,0.790057
0.285106,0.790029,0.789864,0.789373,0.788560,0.787435,0.786009,0.784299,0.782323,0.780102,0.777662,0.775029,0.772231,0.769299,0.766266,0.763164,0.760029,0.756893,0.753791,0.750758,0.747826,0.745029,0.742395,0.739955,0.737734,0.735758,0.734048,0.732622,0.731497,0.730684,0.730193,0.730029,0.730193,0.730684,0.731497,0.732622,0.734048,0.735758,0.737734,0.739955,0.742395,0.745029,0.747826,0.750758,0.753791,0.756893,0.760029,0.763164,0.766266,0.769299,0.772231,0.775029,0.777662,0.780102,0.782323,0.784299,0.786009,0.787435,0.788560,0.789373,0.789864,0.790029
0.292766,0.790014,0.789850,0.789358,0.788546,0.787420,0.785995,0.784284,0.782308,0.780088,0.777647,0.775014,0.772216,0.769284,0.766251,0.763150,0.760014,0.756878,0.753777,0.750743,0.747812,0.745014,0.742380,0.739940,0.737720,0.735743,0.734033,0.732607,0.731482,0.730669,0.730178,0.730014,0.730178,0.730669,0.731482,0.732607,0.734033,0.735743,0.737720,0.739940,0.742380,0.745014,0.747812,0.750743,0.753777,0.756878,0.760014,0.763150,0.766251,0.769284,0.772216,0.775014,0.777647,0.780088,0.782308,0.784284,0.785995,0.787420,0.788546,0.789358,0.789850,0.790014
0.300426,0.790007,0.789842,0.789351,0.788538,0.787413,0.785987,0.784277,0.782301,0.780080,0.777640,0.775007,0.772209,0.769277,0.766244,0.763142,0.760007,0.756871,0.753769,0.750736,0.747804,0.745007,0.742373,0.739933,0.737712,0.735736,0.734026,0.732600,0.731475,0.730662,0.730171,0.730007,0.730171,0.730662,0.731475,0.732600,0.734026,0.735736,0.737712,0.739933,0.742373,0.745007,0.747804,0.750736,0.753769,0.756871,0.760007,0.763142,0.766244,0.769277,0.772209,0.775007,0.777640,0.780080,0.782301,0.784277,0.785987,0.787413,0.788538,0.789351,0.789842,0.790007
0.308085,0.790003,0.789839,0.789347,0.788535,0.787409,0.785984,0.784273,0.782297,0.780077,0.777637,0.775003,0.772205,0.769273,0.766240,0.763139,0.760003,0.756867,0.753766,0.750732,0.747801,0.745003,0.742369,0.739929,0.737709,0.735732,0.734022,0.732597,0.731471,0.730659,0.730167,0.730003,0.730167,0.730659,0.731471,0.732597,0.734022,0.735732,0.737709,0.739929,0.742369,0.745003,0.747801,0.750732,0.753766,0.756867,0.760003,0.763139,0.766240,0.769273,0.772205,0.775003,0.777637,0.780077,0.782297,0.784273,0.785984,0.787409,0.788535,0.789347,0.789839,0.790003
0.315745,0.790001,0.789837,0.789346,0.788533,0.787408,0.785982,0.784272,0.782296,0.780075,0.777635,0.775001,0.772203,0.769272,0.766239,0.763137,0.760001,0.756865,0.753764,0.750731,0.747799,0.745001,0.742368,0.739927,0.737707,0.735731,0.734021,0.732595,0.731470,0.730657,0.730166,0.730001,0.730166,0.730657,0.731470,0.732595,0.734021,0.735731,0.737707,0.739927,0.742368,0.745001,0.747799,0.750731,0.753764,0.756865,0.760001,0.763137,0.766239,0.769272,0.772203,0.775001,0.777635,0.780075,0.782296,0.784272,0.785982,0.787408,0.788533,0.789346,0.789837,0.790001
0.323404,0.790001,0.789836,0.789345,0.788532,0.787407,0.785981,0.784271,0.782295,0.780074,0.777634,0.775001,0.772203,0.769271,0.766238,0.763136,0.760001,0.756865,0.753763,0.750730,0.747798,0.745001,0.742367,0.739927,0.737706,0.735730,0.734020,0.732594,0.731469,0.730656,0.730165,0.730001,0.730165,0.730656,0.731469,0.732594,0.734020,0.735730,0.737706,0.739927,0.742367,0.745001,0.747798,0.750730,0.753763,0.756865,0.760001,0.763136,0.766238,0.769271,0.772203,0.775001,0.777634,0.780074,0.782295,0.784271,0.785981,0.787407,0.788532,0.789345,0.789836,0.790001
0.331064,0.790000,0.789836,0.789345,0.788532,0.787407,0.785981,0.784271,0.782295,0.780074,0.777634,0.775000,0.772202,0.769271,0.766238,0.763136,0.760000,0.756864,0.753763,0.750730,0.747798,0.745000,0.742367,0.739926,0.737706,0.735730,0.734019,0.732594,0.731469,0.730656,0.730165,0.730000,0.730165,0.730656,0.731469,0.732594,0.734019,0.735730,0.737706,0.739926,0.742367,0.745000,0.747798,0.750730,0.753763,0.756864,0.760000,0.763136,0.766238,0.769271,0.772202,0.775000,0.777634,0.780074,0.782295,0.784271,0.785981,0.787407,0.788532,0.789345,0.789836,0.790000
0.338723,0.790000,0.789836,0.789345,0.788532,0.787406,0.785981,0.784271,0.782294,0.780074,0.777634,0.775000,0.772202,0.769271,0.766237,0.763136,0.760000,0.756864,0.753763,0.750730,0.747798,0.745000,0.742367,0.739926,0.737706,0.735730,0.734019,0.732594,0.731468,0.730656,0.730164,0.730000,0.730164,0.730656,0.731468,0.732594,0.734019,0.735730,0.737706,0.739926,0.742367,0.745000,0.747798,0.750730,0.753763,0.756864,0.760000,0.763136,0.766237,0.769271,0.772202,0.775000,0.777634,0.780074,0.782294,0.784271,0.785981,0.787406,0.788532,0.789345,0.789836,0.790000
0.346383,0.790000,0.789836,0.789344,0.788532,0.787406,0.785981,0.784271,0.782294,0.780074,0.777634,0.775000,0.772202,0.769271,0.766237,0.763136,0.760000,0.756864,0.753763,0.750730,0.747798,0.745000,0.742366,0.739926,0.737706,0.735730,0.734019,0.732594,0.731468,0.730656,0.730164,0.730000,0.730164,0.730656,0.731468,0.732594,0.734019,0.735730,0.737706,0.739926,0.742366,0.745000,0.747798,0.750730,0.753763,0.756864,0.760000,0.763136,0.766237,0.769271,0.772202,0.775000,0.777634,0.780074,0.782294,0.784271,0.785981,0.787406,0.788532,0.789344,0.789836,0.790000
0.354043,0.790000,0.789836,0.789344,0.788532,0.787406,0.785981,0.784271,0.782294,0.780074,0.777634,0.775000,0.772202,0.769271,0.766237,0.763136,0.760000,0.756864,0.753763,0.750730,0.747798,0.745000,0.742366,0.739926,0.737706,0.735730,0.734019,0.732594,0.731468,0.730656,0.730164,0.730000,0.730164,0.730656,0.731468,0.732594,0.734019,0.735730,0.737706,0.739926,0.742366,0.745000,0.747798,0.750730,0.753763,0.756864,0.760000,0.763136,0.766237,0.769271,0.772202,0.775000,0.777634,0.780074,0.782294,0.784271,0.785981,0.787406,0.788532,0.789344,0.789836,0.790000
0.361702,0.790000,0.789836,0.789344,0.788532,0.787406,0.785981,0.784271,0.782294,0.780074,0.777634,0.775000,0.772202,0.769271,0.766237,0.763136,0.760000,0.756864,0.753763,0.750729,0.747798,0.745000,0.742366,0.739926,0.737706,0.735729,0.734019,0.732594,0.731468,0.730656,0.730164,0.730000,0.730164,0.730656,0.731468,0.732594,0.734019,0.735729,0.737706,0.739926,0.742366,0.745000,0.747798,0.750729,0.753763,0.756864,0.760000,0.763136,0.766237,0.769271,0.772202,0.775000,0.777634,0.780074,0.782294,0.784271,0.785981,0.787406,0.788532,0.789344,0.789836,0.790000
